date,engine,id,mode,query,type
21:53:35   5/13/2018,google,160,timed,myspace,query
21:53:27   5/13/2018,google,159,timed,boston marathon,query
21:53:18   5/13/2018,google,158,timed,iraq,query
21:53:11   5/13/2018,google,157,timed,nfl draft,query
21:53:01   5/13/2018,google,156,timed,offshore drilling,query
21:52:54   5/13/2018,google,155,timed,joey lawrence,query
21:52:45   5/13/2018,google,154,timed,crib recall,query
21:52:36   5/13/2018,google,153,timed,einstein horse,query
21:52:27   5/13/2018,google,152,timed,nascar,query
21:52:20   5/13/2018,google,151,timed,bret michaels,query
21:52:10   5/13/2018,google,150,timed,kentucky derby,query
21:52:01   5/13/2018,google,149,timed,palm,query
21:51:53   5/13/2018,google,148,timed,american idol,query
21:51:44   5/13/2018,google,147,timed,kentucky derby,query
21:51:35   5/13/2018,google,146,timed,oil rig explosion,query
21:51:25   5/13/2018,google,145,timed,american idol,query
21:51:17   5/13/2018,google,144,timed,With the Stars,query
21:51:10   5/13/2018,google,143,timed,dancing stars,query
21:51:02   5/13/2018,google,142,timed,dancing with stars,query
21:50:53   5/13/2018,google,141,timed,george clooney,query
21:50:44   5/13/2018,google,140,timed,southwest airlines,query
21:50:36   5/13/2018,google,139,timed,beef recall,query
21:50:29   5/13/2018,google,138,burst,craigslist,query
21:50:25   5/13/2018,google,137,burst,youtube,query
21:50:17   5/13/2018,google,136,burst,myspace,query
21:50:13   5/13/2018,google,135,burst,mississippi tornado,query
21:50:07   5/13/2018,google,134,burst,south park,query
21:49:58   5/13/2018,google,133,burst,craigslist,query
21:49:51   5/13/2018,google,132,timed,hugh hefner,query
21:49:43   5/13/2018,google, , , ,info
21:49:43   5/13/2018,google, , , ,URLmap
21:49:43   5/13/2018,google, , , ,info
21:49:43   5/13/2018,google,131,timed,oil spill,query
21:49:34   5/13/2018,google,130,timed,earth day,query
21:49:26   5/13/2018,google,129,timed,halle berry,query
21:49:19   5/13/2018,google,128,timed,facebook,query
21:49:10   5/13/2018,google,127,timed,Borders,query
21:49:02   5/13/2018,google,126,timed,beef recall,query
21:48:52   5/13/2018,google,125,timed,dancing with the stars,query
21:48:45   5/13/2018,google,124,timed,dancing the stars,query
21:48:36   5/13/2018,google,123,timed,dancing the stars,query
21:48:27   5/13/2018,google,122,timed,tara reid,query
21:48:17   5/13/2018,google,121,timed,south park,query
21:48:08   5/13/2018,google,120,timed,molly ringwald,query
21:47:59   5/13/2018,google,119,timed,jennifer aniston,query
21:47:50   5/13/2018,google,118,timed,rebbie jackson,query
21:47:41   5/13/2018,google,117,timed,crystal bowersox,query
21:47:32   5/13/2018,google,116,timed,Einstein Horse,query
21:47:22   5/13/2018,google,115,timed,justin bieber,query
21:47:12   5/13/2018,google,114,timed,sandra bullock,query
21:47:03   5/13/2018,google,113,timed,face transplant,query
21:46:54   5/13/2018,google,112,timed,santa clara county,query
21:46:46   5/13/2018,google,111,timed,justin bieber,query
21:46:37   5/13/2018,google,110,timed,ipad cases,query
21:46:31   5/13/2018,google,109,timed,nasa space shuttle,query
21:46:23   5/13/2018,google,108,timed,santa clara county,query
21:46:15   5/13/2018,google,107,timed,conan o'brien,query
21:46:07   5/13/2018,google,106,timed,nascar,query
21:46:00   5/13/2018,google,105,timed,Blackberry,query
21:45:53   5/13/2018,google,104,timed,facebook,query
21:45:44   5/13/2018,google,103,timed,free comic day,query
21:45:37   5/13/2018,google,102,timed,free comic book,query
21:45:27   5/13/2018,google,101,timed,volcanic ash,query
21:45:18   5/13/2018,google,100,timed,southwest airlines,query
21:45:10   5/13/2018,google,99,timed,dollar bill,query
21:45:01   5/13/2018,google,98,timed,new 100 dollar bill,query
21:44:53   5/13/2018,google,97,timed,New 100 Bill,query
21:44:45   5/13/2018,google,96,timed,100 dollar,query
21:44:36   5/13/2018,google,95,timed,beef recall,query
21:44:26   5/13/2018,google,94,timed,palm,query
21:44:18   5/13/2018,google,93,timed,crib recall,query
21:44:10   5/13/2018,google,92,timed,tiger woods,query
21:44:01   5/13/2018,google,91,timed,home depot,query
21:43:52   5/13/2018,google,90,timed,xbox,query
21:43:44   5/13/2018,google,89,timed,ipad cases,query
21:43:37   5/13/2018,google,88,burst,beef recall,query
21:43:29   5/13/2018,google,87,burst,xbox,query
21:43:24   5/13/2018,google,86,burst,william shatner,query
21:43:15   5/13/2018,google,85,burst,netflix,query
21:43:05   5/13/2018,google,84,burst,crib recall,query
21:42:57   5/13/2018,google,83,burst,beastie boys,query
21:42:52   5/13/2018,google,82,timed,american idol,query
21:42:43   5/13/2018,google, , , ,info
21:42:43   5/13/2018,google, , , ,URLmap
21:42:43   5/13/2018,google, , , ,info
21:42:43   5/13/2018,google,81,timed,tito ortiz,query
21:42:36   5/13/2018,google,80,timed,Palm,query
21:42:27   5/13/2018,google,79,timed,borders,query
21:42:20   5/13/2018,google,78,timed,mississippi tornado,query
21:42:11   5/13/2018,google,77,timed,conan o'brien,query
21:42:04   5/13/2018,google,76,timed,mcafee anti-virus,query
21:41:57   5/13/2018,google,75,timed,dell,query
21:41:49   5/13/2018,google,74,timed,mississippi tornado,query
21:41:41   5/13/2018,google,73,burst,rolling stone magazine,query
21:41:37   5/13/2018,google,72,burst,rebbie jackson,query
21:41:33   5/13/2018,google,71,burst,public bike rental,query
21:41:26   5/13/2018,google,70,burst,space shuttle discovery,query
21:41:21   5/13/2018,google,69,burst,Box Jellyfish,query
21:41:17   5/13/2018,google,68,burst,yahoo,query
21:41:09   5/13/2018,google,67,burst,oil spill,query
21:41:01   5/13/2018,google,66,burst,sandra bullock,query
21:40:57   5/13/2018,google,65,timed,Halle Berry,query
21:40:54   5/13/2018,google, , , ,info
21:40:54   5/13/2018,google, , , ,URLmap
21:40:54   5/13/2018,google, , , ,info
21:40:50   5/13/2018,google, , , ,info
21:40:50   5/13/2018,google, , , ,URLmap
21:40:50   5/13/2018,google, , , ,info
21:40:49   5/13/2018,google,64,timed,Bret Michaels,query
21:40:42   5/13/2018,google,63,timed,kelley blue book,query
21:40:34   5/13/2018,google,62,timed,dorothy provine,query
21:40:27   5/13/2018,google,61,timed,xbox,query
21:40:19   5/13/2018,google,60,timed,oil spill,query
21:40:12   5/13/2018,google,59,timed,dorothy provine,query
21:40:05   5/13/2018,google,58,timed,nascar,query
21:39:55   5/13/2018,google,57,timed,pampers,query
21:39:48   5/13/2018,google,56,timed,free comic book,query
21:39:39   5/13/2018,google,55,timed,comic day,query
21:39:30   5/13/2018,google,54,timed,American Idol,query
21:39:20   5/13/2018,google,53,timed,nfl draft,query
21:39:12   5/13/2018,google,52,timed,new 100,query
21:39:04   5/13/2018,google,51,timed,100 dollar bill,query
21:38:56   5/13/2018,google,50,timed,new dollar bill,query
21:38:48   5/13/2018,google,49,timed,new dollar bill,query
21:38:40   5/13/2018,google,48,timed,new 100 dollar bill,query
21:38:32   5/13/2018,google,47,timed,craigslist,query
21:38:25   5/13/2018,google,46,timed,tiger woods,query
21:38:18   5/13/2018,google,45,timed,public bike rental,query
21:38:11   5/13/2018,google,44,timed,kate gosselin,query
21:38:03   5/13/2018,google,43,timed,david mclaughlin,query
21:37:56   5/13/2018,google,42,timed,dell,query
21:37:46   5/13/2018,google,41,timed,hertz,query
21:37:38   5/13/2018,google,40,timed,south park,query
21:37:28   5/13/2018,google,39,timed,south park,query
21:37:19   5/13/2018,google,38,timed,xbox,query
21:37:12   5/13/2018,google,37,timed,katie holmes,query
21:37:04   5/13/2018,google,36,timed,amtrak,query
21:36:55   5/13/2018,google,35,timed,isla fisher,query
21:36:47   5/13/2018,google,34,timed,Taiwan Earthquake,query
21:36:39   5/13/2018,google,33,timed,dollar bill,query
21:36:32   5/13/2018,google,32,timed,100 dollar bill,query
21:36:24   5/13/2018,google,31,timed,new bill,query
21:36:15   5/13/2018,google,30,timed,New Dollar Bill,query
21:36:06   5/13/2018,google,29,timed,new 100 dollar bill,query
21:35:58   5/13/2018,google,28,timed,box jellyfish,query
21:35:49   5/13/2018,google,27,timed,nasa space shuttle,query
21:35:41   5/13/2018,google,26,timed,amtrak,query
21:35:32   5/13/2018,google,25,timed,acm awards,query
21:35:24   5/13/2018,google,24,timed,peta,query
21:35:16   5/13/2018,google,23,timed,oil rig explosion,query
21:35:06   5/13/2018,google,22,timed,Tara Reid,query
21:34:58   5/13/2018,google,21,timed,home depot,query
21:34:50   5/13/2018,google,20,timed,mariah carey,query
21:34:41   5/13/2018,google,19,timed,new 100 dollar,query
21:34:33   5/13/2018,google,18,timed,new 100,query
21:34:26   5/13/2018,google,17,timed,South Park,query
21:34:17   5/13/2018,google,16,timed,halle berry,query
21:34:08   5/13/2018,google,15,timed,tiger woods,query
21:34:00   5/13/2018,google,14,timed,american idol,query
21:33:51   5/13/2018,google,13,timed,Palm,query
21:33:43   5/13/2018,google,12,timed,Jennifer Aniston,query
21:33:36   5/13/2018,google,11,timed,Hugh Hefner,query
21:33:27   5/13/2018,google,10,timed,molly ringwald,query
21:33:18   5/13/2018,google,9,timed,halle berry,query
21:33:10   5/13/2018,google,8,timed,blackberry,query
21:33:00   5/13/2018,google,7,timed,beastie boys,query
21:32:52   5/13/2018,google,6,timed,Jillian Michaels,query
21:32:43   5/13/2018,google,5,timed,face transplant,query
21:32:36   5/13/2018,google,4,timed,tito ortiz,query
21:32:28   5/13/2018,google,3,recovery,american idol,query
21:30:59   5/13/2018,bing, , , ,ERROR
21:30:35   5/13/2018,yahoo,2,timed,oil spill,query
21:30:27   5/13/2018,bing,1,timed,pampers,query
21:30:20   5/13/2018,bing,0,timed,NASA Space Shuttle,query
